,Comment,Rating,r
136,"Received Iphone 7 on the very same day when it was launched.Thank you Flipkart for super super fast delivery and an excellent packing of Iphone 7. Recently switched from android to IOS. So my review will be based on that.Pros : Performance: which is really amazing and that what it makes it worth for as compared to other phones apart from looks, light weight etc. While playing high end graphics game, the phone do get little bit heat up however as compared to android  you will not observe...",5,1
137,"Got this phone yesterday! I upgraded from iPhone 5c and am really happy to have made the choice. iPhone 7 does not really need an introduction or review, so let's talk about the Flipkart experience! Delivery: It got delivered within 2 days and the delivery executive also took my time frame in mind while making a delivery. Since I exchanged my old phone, he waited patiently for me to open this phone and check it before leaving. The phone was packaged really well and all the genuine documents...",5,1
138,"amazing phone  my first i phone 7 it is really nice and good performance valueable money 😉 , it's run with IOS 13 that is osm new features and amazing features 10/10 🥰😍",5,1
139,I ordered the phone on 19th December and got the delivery on 22nd December in the afternoon itself i.e. 2 days before expected delivery. The packing was good and the product is also proper condition. I found the related accesories as mentioned in the specifications. About the phone:Jet Black colour is awesome but the Apple Logo is not properly visible due to this colour. The back side of the phone is scratch prone so you better a back cover also at the same time. Camera is as usual awesome...,5,1
140,"From last 5 years my younger brother was using iphone 4s  and i bought iphone 7 for his birthday gift. When i gave gift packet to him he was thinking that my bro bought watch/pen/or something else but he didn't expected iphone 7 . When he opened, i found tear in his eye and he hug me.this all possible only because of flipkart sale coz we r from middle class family and can't afford this mobile in it's actual price so flipkart makes us happy.Thanks you flipkart 😍",5,1
141,excellent phone camera is very nice and the stereo speakers are fantastic it gives you cinematic experience with the cool retaina display .Blindly go for it value for money .,4,1
142,"I have been using the earlier versions of iPhones therefore no great change with the UI on personal front. I purchased a rose gold phone but I realised that I should have gone with the black colour. The camera of iPhones are superior in all sense. The phone is sleek and light weight but slippery. Delivery was as promised. Another thing to note is, henceforth the phone are “Made in India” products.",4,1
143,"IMPORTANT NOTICEIf you buy some apple device online there specifically i phones so 99% of it you get original phones.. but whenever you findp out best deals for yourself do ensure its imei numberSecondly, the probably of getting duplicate accessories increases with the increasing discount.. so must verify themREST the phone is superb especially when you shift first time from Android or WindowsFingerprint and Display attracted me the most😃😃",5,1
144,"Well, what can I say... iPhone is awesome as expected. Added the prompt delivery from Flipkart with great packaging. Truly satisfied...The lightening connector Air pods are amazing and a huge upgrade in voice quality when we compared it with an old iPhone earphone.Only con: Not a con really but I would have liked wireless Air Pods with this phone, but after seeing the performance of my lightening connector Air pods I have no regrets at all.",5,1
145,"First to Flipkart delivery service - Thanks a lot, I received it earlier than promised. I also received a chocolate from you guys, it felt really nice. Multiplied my joys of receiving my new phone.Now to the iPhone.Packaging - As always - neat & superior!The phone - It feels great. I personally chose the iPhone 7 over 7+ because of the size. Moving from iPhone 5 to 7 was absolutely no downer in terms of size, the size suited me well. Specifications wise - still exploring. ;)What's evi...",5,1
146,"Received Iphone 7 on the very same day when it was launched.Thank you Flipkart for super super fast delivery and an excellent packing of Iphone 7. Recently switched from android to IOS. So my review will be based on that.Pros : Performance: which is really amazing and that what it makes it worth for as compared to other phones apart from looks, light weight etc. While playing high end graphics game, the phone do get little bit heat up however as compared to android  you will not observe...",5,1
147,"Got this phone yesterday! I upgraded from iPhone 5c and am really happy to have made the choice. iPhone 7 does not really need an introduction or review, so let's talk about the Flipkart experience! Delivery: It got delivered within 2 days and the delivery executive also took my time frame in mind while making a delivery. Since I exchanged my old phone, he waited patiently for me to open this phone and check it before leaving. The phone was packaged really well and all the genuine documents...",5,1
148,"amazing phone  my first i phone 7 it is really nice and good performance valueable money 😉 , it's run with IOS 13 that is osm new features and amazing features 10/10 🥰😍",5,1
149,I ordered the phone on 19th December and got the delivery on 22nd December in the afternoon itself i.e. 2 days before expected delivery. The packing was good and the product is also proper condition. I found the related accesories as mentioned in the specifications. About the phone:Jet Black colour is awesome but the Apple Logo is not properly visible due to this colour. The back side of the phone is scratch prone so you better a back cover also at the same time. Camera is as usual awesome...,5,1
150,"Beautiful Beast. its really really awesome, beautiful , I think Worlds best Portrait Camera Phone, fastest speed and performance.. iPhone is iPhone... thank you Im Happy so much.",5,1
151,Got my hands on jet black i7 plus.  Got the delivery on 7th by 9.00pm. Great commitment. This is the fastest iphone with a great camera. Jet black is the color to get.,5,1
152,"Dear Seller,I got iphone 7plus 128gb before GST. And i really love and liked the product.The delivery condition was excellent.Till now the phone is working great.Am happy i got the phone at best price during offer.Thank you all for your support.",5,1
153,"There is a common saying about good things coming in small packages. However, Flipkart ensured that this beast of a phone reached me in a gorgeous package. To be honest, the outer black covering provided by Flipkart was similar to or exceeded apples packaging. Coming to the delivery, the clock struck 19:00 and I got an SMS about the phone being out for delivery and exactly 20 minutes later, I had the phone in my hand!!!Exquisite packaging, quickest delivery (received the first phone in...",5,1
154,Awesome product! Flipkart started delivering them right after 7 PM on October 7th. Received it in 30 minutes. Even dominoes cannot guarantee 30 minutes. Thank you Flipkart!,5,1
155,"This is the true product,  the both hardware and software integrated in such a way that is gives an best performance rather than it actually enhances the user's experience, it's my first iPhone, special thanks for that god/legend sir Steve job's who created a awesome technology thank you",5,1
156,The performance of this device is amazingly fast.It can easily compete with 8gb ram Android phones.It recently got updated to iOS 13.1.3 which is a good thing and it will be updated to iOS 14 also.Camera is also far better than android phones at this price range.,5,1
157,Yesterday my i phone 7 plus black receive superb look n phone aslo cool...and delivery aslo fast nut pack was not good simple packing but thnx to filpkart geniune product ....thnx mery cristmas...filpkart team,5,1
158,Got iPhone 7 Plus. Good packaging from Flipkart. Thanks you for delivering. iPhone 7 Plus does not required my opinion but would like say it just awesome and great performance of the device.,5,1
159,"After the Nokia era, I was a hardcore android user. In fact not exactly a user but a hardcore android promotor.It's been a month and a half I have switched completely to iOS and now I have my very own list of pros and cons in compare to any android device.Pros:1. The touch is as smooth as possible. There are less / no chances that while typing you miss on any alphabet or any icon2. Processor speed is faster in compare to same configuration in any android. Closing and opening application...",4,1
160,"Beautiful Beast. its really really awesome, beautiful , I think Worlds best Portrait Camera Phone, fastest speed and performance.. iPhone is iPhone... thank you Im Happy so much.",5,1
161,Got my hands on jet black i7 plus.  Got the delivery on 7th by 9.00pm. Great commitment. This is the fastest iphone with a great camera. Jet black is the color to get.,5,1
162,"Dear Seller,I got iphone 7plus 128gb before GST. And i really love and liked the product.The delivery condition was excellent.Till now the phone is working great.Am happy i got the phone at best price during offer.Thank you all for your support.",5,1
163,"There is a common saying about good things coming in small packages. However, Flipkart ensured that this beast of a phone reached me in a gorgeous package. To be honest, the outer black covering provided by Flipkart was similar to or exceeded apples packaging. Coming to the delivery, the clock struck 19:00 and I got an SMS about the phone being out for delivery and exactly 20 minutes later, I had the phone in my hand!!!Exquisite packaging, quickest delivery (received the first phone in...",5,1
164,Awesome product! Flipkart started delivering them right after 7 PM on October 7th. Received it in 30 minutes. Even dominoes cannot guarantee 30 minutes. Thank you Flipkart!,5,1
165,"This is the true product,  the both hardware and software integrated in such a way that is gives an best performance rather than it actually enhances the user's experience, it's my first iPhone, special thanks for that god/legend sir Steve job's who created a awesome technology thank you",5,1
166,The performance of this device is amazingly fast.It can easily compete with 8gb ram Android phones.It recently got updated to iOS 13.1.3 which is a good thing and it will be updated to iOS 14 also.Camera is also far better than android phones at this price range.,5,1
167,Yesterday my i phone 7 plus black receive superb look n phone aslo cool...and delivery aslo fast nut pack was not good simple packing but thnx to filpkart geniune product ....thnx mery cristmas...filpkart team,5,1
168,Got iPhone 7 Plus. Good packaging from Flipkart. Thanks you for delivering. iPhone 7 Plus does not required my opinion but would like say it just awesome and great performance of the device.,5,1
169,"After the Nokia era, I was a hardcore android user. In fact not exactly a user but a hardcore android promotor.It's been a month and a half I have switched completely to iOS and now I have my very own list of pros and cons in compare to any android device.Pros:1. The touch is as smooth as possible. There are less / no chances that while typing you miss on any alphabet or any icon2. Processor speed is faster in compare to same configuration in any android. Closing and opening application...",4,1
170,"Beautiful Beast. its really really awesome, beautiful , I think Worlds best Portrait Camera Phone, fastest speed and performance.. iPhone is iPhone... thank you Im Happy so much.",5,1
171,Got my hands on jet black i7 plus.  Got the delivery on 7th by 9.00pm. Great commitment. This is the fastest iphone with a great camera. Jet black is the color to get.,5,1
172,"Dear Seller,I got iphone 7plus 128gb before GST. And i really love and liked the product.The delivery condition was excellent.Till now the phone is working great.Am happy i got the phone at best price during offer.Thank you all for your support.",5,1
173,"There is a common saying about good things coming in small packages. However, Flipkart ensured that this beast of a phone reached me in a gorgeous package. To be honest, the outer black covering provided by Flipkart was similar to or exceeded apples packaging. Coming to the delivery, the clock struck 19:00 and I got an SMS about the phone being out for delivery and exactly 20 minutes later, I had the phone in my hand!!!Exquisite packaging, quickest delivery (received the first phone in...",5,1
174,Awesome product! Flipkart started delivering them right after 7 PM on October 7th. Received it in 30 minutes. Even dominoes cannot guarantee 30 minutes. Thank you Flipkart!,5,1
175,"This is the true product,  the both hardware and software integrated in such a way that is gives an best performance rather than it actually enhances the user's experience, it's my first iPhone, special thanks for that god/legend sir Steve job's who created a awesome technology thank you",5,1
176,The performance of this device is amazingly fast.It can easily compete with 8gb ram Android phones.It recently got updated to iOS 13.1.3 which is a good thing and it will be updated to iOS 14 also.Camera is also far better than android phones at this price range.,5,1
177,Yesterday my i phone 7 plus black receive superb look n phone aslo cool...and delivery aslo fast nut pack was not good simple packing but thnx to filpkart geniune product ....thnx mery cristmas...filpkart team,5,1
178,Got iPhone 7 Plus. Good packaging from Flipkart. Thanks you for delivering. iPhone 7 Plus does not required my opinion but would like say it just awesome and great performance of the device.,5,1
179,"After the Nokia era, I was a hardcore android user. In fact not exactly a user but a hardcore android promotor.It's been a month and a half I have switched completely to iOS and now I have my very own list of pros and cons in compare to any android device.Pros:1. The touch is as smooth as possible. There are less / no chances that while typing you miss on any alphabet or any icon2. Processor speed is faster in compare to same configuration in any android. Closing and opening application...",4,1
180,"Beautiful Beast. its really really awesome, beautiful , I think Worlds best Portrait Camera Phone, fastest speed and performance.. iPhone is iPhone... thank you Im Happy so much.",5,1
181,Got my hands on jet black i7 plus.  Got the delivery on 7th by 9.00pm. Great commitment. This is the fastest iphone with a great camera. Jet black is the color to get.,5,1
182,"Dear Seller,I got iphone 7plus 128gb before GST. And i really love and liked the product.The delivery condition was excellent.Till now the phone is working great.Am happy i got the phone at best price during offer.Thank you all for your support.",5,1
183,"There is a common saying about good things coming in small packages. However, Flipkart ensured that this beast of a phone reached me in a gorgeous package. To be honest, the outer black covering provided by Flipkart was similar to or exceeded apples packaging. Coming to the delivery, the clock struck 19:00 and I got an SMS about the phone being out for delivery and exactly 20 minutes later, I had the phone in my hand!!!Exquisite packaging, quickest delivery (received the first phone in...",5,1
184,Awesome product! Flipkart started delivering them right after 7 PM on October 7th. Received it in 30 minutes. Even dominoes cannot guarantee 30 minutes. Thank you Flipkart!,5,1
185,"This is the true product,  the both hardware and software integrated in such a way that is gives an best performance rather than it actually enhances the user's experience, it's my first iPhone, special thanks for that god/legend sir Steve job's who created a awesome technology thank you",5,1
186,The performance of this device is amazingly fast.It can easily compete with 8gb ram Android phones.It recently got updated to iOS 13.1.3 which is a good thing and it will be updated to iOS 14 also.Camera is also far better than android phones at this price range.,5,1
187,Yesterday my i phone 7 plus black receive superb look n phone aslo cool...and delivery aslo fast nut pack was not good simple packing but thnx to filpkart geniune product ....thnx mery cristmas...filpkart team,5,1
188,Got iPhone 7 Plus. Good packaging from Flipkart. Thanks you for delivering. iPhone 7 Plus does not required my opinion but would like say it just awesome and great performance of the device.,5,1
189,"After the Nokia era, I was a hardcore android user. In fact not exactly a user but a hardcore android promotor.It's been a month and a half I have switched completely to iOS and now I have my very own list of pros and cons in compare to any android device.Pros:1. The touch is as smooth as possible. There are less / no chances that while typing you miss on any alphabet or any icon2. Processor speed is faster in compare to same configuration in any android. Closing and opening application...",4,1
190,"Beautiful Beast. its really really awesome, beautiful , I think Worlds best Portrait Camera Phone, fastest speed and performance.. iPhone is iPhone... thank you Im Happy so much.",5,1
191,Got my hands on jet black i7 plus.  Got the delivery on 7th by 9.00pm. Great commitment. This is the fastest iphone with a great camera. Jet black is the color to get.,5,1
192,"Dear Seller,I got iphone 7plus 128gb before GST. And i really love and liked the product.The delivery condition was excellent.Till now the phone is working great.Am happy i got the phone at best price during offer.Thank you all for your support.",5,1
193,"There is a common saying about good things coming in small packages. However, Flipkart ensured that this beast of a phone reached me in a gorgeous package. To be honest, the outer black covering provided by Flipkart was similar to or exceeded apples packaging. Coming to the delivery, the clock struck 19:00 and I got an SMS about the phone being out for delivery and exactly 20 minutes later, I had the phone in my hand!!!Exquisite packaging, quickest delivery (received the first phone in...",5,1
194,Awesome product! Flipkart started delivering them right after 7 PM on October 7th. Received it in 30 minutes. Even dominoes cannot guarantee 30 minutes. Thank you Flipkart!,5,1
195,"This is the true product,  the both hardware and software integrated in such a way that is gives an best performance rather than it actually enhances the user's experience, it's my first iPhone, special thanks for that god/legend sir Steve job's who created a awesome technology thank you",5,1
196,The performance of this device is amazingly fast.It can easily compete with 8gb ram Android phones.It recently got updated to iOS 13.1.3 which is a good thing and it will be updated to iOS 14 also.Camera is also far better than android phones at this price range.,5,1
197,Yesterday my i phone 7 plus black receive superb look n phone aslo cool...and delivery aslo fast nut pack was not good simple packing but thnx to filpkart geniune product ....thnx mery cristmas...filpkart team,5,1
198,Got iPhone 7 Plus. Good packaging from Flipkart. Thanks you for delivering. iPhone 7 Plus does not required my opinion but would like say it just awesome and great performance of the device.,5,1
199,"After the Nokia era, I was a hardcore android user. In fact not exactly a user but a hardcore android promotor.It's been a month and a half I have switched completely to iOS and now I have my very own list of pros and cons in compare to any android device.Pros:1. The touch is as smooth as possible. There are less / no chances that while typing you miss on any alphabet or any icon2. Processor speed is faster in compare to same configuration in any android. Closing and opening application...",4,1
200,"Beautiful Beast. its really really awesome, beautiful , I think Worlds best Portrait Camera Phone, fastest speed and performance.. iPhone is iPhone... thank you Im Happy so much.",5,1
201,Got my hands on jet black i7 plus.  Got the delivery on 7th by 9.00pm. Great commitment. This is the fastest iphone with a great camera. Jet black is the color to get.,5,1
202,"Dear Seller,I got iphone 7plus 128gb before GST. And i really love and liked the product.The delivery condition was excellent.Till now the phone is working great.Am happy i got the phone at best price during offer.Thank you all for your support.",5,1
203,"There is a common saying about good things coming in small packages. However, Flipkart ensured that this beast of a phone reached me in a gorgeous package. To be honest, the outer black covering provided by Flipkart was similar to or exceeded apples packaging. Coming to the delivery, the clock struck 19:00 and I got an SMS about the phone being out for delivery and exactly 20 minutes later, I had the phone in my hand!!!Exquisite packaging, quickest delivery (received the first phone in...",5,1
204,Awesome product! Flipkart started delivering them right after 7 PM on October 7th. Received it in 30 minutes. Even dominoes cannot guarantee 30 minutes. Thank you Flipkart!,5,1
205,"This is the true product,  the both hardware and software integrated in such a way that is gives an best performance rather than it actually enhances the user's experience, it's my first iPhone, special thanks for that god/legend sir Steve job's who created a awesome technology thank you",5,1
206,The performance of this device is amazingly fast.It can easily compete with 8gb ram Android phones.It recently got updated to iOS 13.1.3 which is a good thing and it will be updated to iOS 14 also.Camera is also far better than android phones at this price range.,5,1
207,Yesterday my i phone 7 plus black receive superb look n phone aslo cool...and delivery aslo fast nut pack was not good simple packing but thnx to filpkart geniune product ....thnx mery cristmas...filpkart team,5,1
208,Got iPhone 7 Plus. Good packaging from Flipkart. Thanks you for delivering. iPhone 7 Plus does not required my opinion but would like say it just awesome and great performance of the device.,5,1
209,"After the Nokia era, I was a hardcore android user. In fact not exactly a user but a hardcore android promotor.It's been a month and a half I have switched completely to iOS and now I have my very own list of pros and cons in compare to any android device.Pros:1. The touch is as smooth as possible. There are less / no chances that while typing you miss on any alphabet or any icon2. Processor speed is faster in compare to same configuration in any android. Closing and opening application...",4,1
210,"Beautiful Beast. its really really awesome, beautiful , I think Worlds best Portrait Camera Phone, fastest speed and performance.. iPhone is iPhone... thank you Im Happy so much.",5,1
211,Got my hands on jet black i7 plus.  Got the delivery on 7th by 9.00pm. Great commitment. This is the fastest iphone with a great camera. Jet black is the color to get.,5,1
212,"Dear Seller,I got iphone 7plus 128gb before GST. And i really love and liked the product.The delivery condition was excellent.Till now the phone is working great.Am happy i got the phone at best price during offer.Thank you all for your support.",5,1
213,"There is a common saying about good things coming in small packages. However, Flipkart ensured that this beast of a phone reached me in a gorgeous package. To be honest, the outer black covering provided by Flipkart was similar to or exceeded apples packaging. Coming to the delivery, the clock struck 19:00 and I got an SMS about the phone being out for delivery and exactly 20 minutes later, I had the phone in my hand!!!Exquisite packaging, quickest delivery (received the first phone in...",5,1
214,Awesome product! Flipkart started delivering them right after 7 PM on October 7th. Received it in 30 minutes. Even dominoes cannot guarantee 30 minutes. Thank you Flipkart!,5,1
215,"This is the true product,  the both hardware and software integrated in such a way that is gives an best performance rather than it actually enhances the user's experience, it's my first iPhone, special thanks for that god/legend sir Steve job's who created a awesome technology thank you",5,1
216,The performance of this device is amazingly fast.It can easily compete with 8gb ram Android phones.It recently got updated to iOS 13.1.3 which is a good thing and it will be updated to iOS 14 also.Camera is also far better than android phones at this price range.,5,1
217,Yesterday my i phone 7 plus black receive superb look n phone aslo cool...and delivery aslo fast nut pack was not good simple packing but thnx to filpkart geniune product ....thnx mery cristmas...filpkart team,5,1
218,Got iPhone 7 Plus. Good packaging from Flipkart. Thanks you for delivering. iPhone 7 Plus does not required my opinion but would like say it just awesome and great performance of the device.,5,1
219,"After the Nokia era, I was a hardcore android user. In fact not exactly a user but a hardcore android promotor.It's been a month and a half I have switched completely to iOS and now I have my very own list of pros and cons in compare to any android device.Pros:1. The touch is as smooth as possible. There are less / no chances that while typing you miss on any alphabet or any icon2. Processor speed is faster in compare to same configuration in any android. Closing and opening application...",4,1
220,"Beautiful Beast. its really really awesome, beautiful , I think Worlds best Portrait Camera Phone, fastest speed and performance.. iPhone is iPhone... thank you Im Happy so much.",5,1
221,Got my hands on jet black i7 plus.  Got the delivery on 7th by 9.00pm. Great commitment. This is the fastest iphone with a great camera. Jet black is the color to get.,5,1
222,"Dear Seller,I got iphone 7plus 128gb before GST. And i really love and liked the product.The delivery condition was excellent.Till now the phone is working great.Am happy i got the phone at best price during offer.Thank you all for your support.",5,1
223,"There is a common saying about good things coming in small packages. However, Flipkart ensured that this beast of a phone reached me in a gorgeous package. To be honest, the outer black covering provided by Flipkart was similar to or exceeded apples packaging. Coming to the delivery, the clock struck 19:00 and I got an SMS about the phone being out for delivery and exactly 20 minutes later, I had the phone in my hand!!!Exquisite packaging, quickest delivery (received the first phone in...",5,1
224,Awesome product! Flipkart started delivering them right after 7 PM on October 7th. Received it in 30 minutes. Even dominoes cannot guarantee 30 minutes. Thank you Flipkart!,5,1
225,"This is the true product,  the both hardware and software integrated in such a way that is gives an best performance rather than it actually enhances the user's experience, it's my first iPhone, special thanks for that god/legend sir Steve job's who created a awesome technology thank you",5,1
226,The performance of this device is amazingly fast.It can easily compete with 8gb ram Android phones.It recently got updated to iOS 13.1.3 which is a good thing and it will be updated to iOS 14 also.Camera is also far better than android phones at this price range.,5,1
227,Yesterday my i phone 7 plus black receive superb look n phone aslo cool...and delivery aslo fast nut pack was not good simple packing but thnx to filpkart geniune product ....thnx mery cristmas...filpkart team,5,1
228,Got iPhone 7 Plus. Good packaging from Flipkart. Thanks you for delivering. iPhone 7 Plus does not required my opinion but would like say it just awesome and great performance of the device.,5,1
229,"After the Nokia era, I was a hardcore android user. In fact not exactly a user but a hardcore android promotor.It's been a month and a half I have switched completely to iOS and now I have my very own list of pros and cons in compare to any android device.Pros:1. The touch is as smooth as possible. There are less / no chances that while typing you miss on any alphabet or any icon2. Processor speed is faster in compare to same configuration in any android. Closing and opening application...",4,1
230,"In Depth Review  (Please read before buy,it can surely help you) 1. Display -  It does not have amoled panel that does not make its bad. Because it has one of the best IPS panel ever. Crisp display & the colours are attractive. Brightness is good. 2. Battery - Most important part of this phone. I can easily say it's the monster part of this phone. But it can be more better in future updates,I am damn sure! 3. Camera - The back camera 16+8+2 is quite decent but not the best. The colours ...",4,1
231,according to price best phone..Design one of the best .bettery backup to gud .fornt camera has not much batter but fine.rear camera to gud.best processor 712 AIE in this pricethen best value for money.,4,1
232,"I have been using this phone since 10 days... By far the best budget phone and brillant battery backup. Even if i charge for 60% it lasts for a day still 15% remaining. Fast charger charges from 15 to 60-65% in just 30 mins. Too good back camera with so many features.. selfie is again a BIG HIT.  Smooth switching of multiple apps... awesome gaming experience and what not. The indisplay camera doesn't create any problem, you'll feel like a bezeless display. Funtouch OS is something I'm newly e...",5,1
233,"very good phone, nice features, way better than MI, battery is superb, love it",5,1
234,"good camera, super wide angle, 1day backup, no lag,  pubg was amazing in this phone, cool interface.",5,1
235,Best  phone  in this  value.. camera  quality  is better than.. vivo v 15 pro..... I use vivo v 15 pro.. Bt camera and battery  and also gaming  experience is better than others  smartphone  in this value and more  costly smartphone  don't  give this features  .....bt vivo z1 pro is more better than others  phone...,5,1
236,Very good value for money!!!  Great battery life and awesome performance... Better than Note 7 Pro :)The pics were taken while I was traveling and it turned out have amazing HDR,5,1
237,Vivo Z1 pro is just Awesome Smart phone In India... Supper quality 3 camera.. better backup is supper..Thanks for Vivo...Thanks for Filipkart...I am very Happy...,5,1
238,just superb phone in this price . thanks flipkat for giving delivery in just 2 days.front camera quality is just awesome. every thing is upto mark.only missing is Corning gorilla glass but there is very good colour producing display. i played pubg on full hd graphics there is no lags runs very smoothly. its 5000mah battery makes it a beast . over all very nice phone.,5,1
239,"Best mobile in this price range, Best camera, long battery life, performance is too good. Better than Redmi note 7 pro & realme 3 pro & samsung m30. I really love this mobile.",5,1
240,"Must read. Touch is very responsive. Camera is very good only in day light conditions . Battery is awesome . Overall nice phone with better raw management, with 6gb RAM.",5,1
241,Vivo s1 is very smart and useful so I can find my device display and camera clearly powerfully,5,1
242,Excellent mobile.. It's worth of money camera performance front nd back was awsome. Thanks to flifkart for providing fast delivery.. Nd good service,5,1
243,Excellent piece... Worth of every penny.... Good pic clarity... Good battery back up even if it is at 1 percent u can use it up to 15 min on call or 7 min browsing,4,1
244,Sleek Design..,5,1
245,Good quality,4,1
246,An Excellent Phone Ever....It's Camera....It's Functions... Everything is osm....M Thnk ful To Flip kart An ViVo.....😍,5,1
247,"vivo s1..... cool😎, light weight & nice looking👀",5,1
248,Just awesome,5,1
249,I bought vivo v9 in may due to its super performance I bought this vivo v11 to gift my wife. Awesome phone with best features thank you flipcart 🙂,5,1
250,"Best part is the camera for me.I have added few pics which i got from the back camera setup.May be not that good for pros but yeah for normal users it's awesome.Looks great from both back & front sides.Face lock is pretty fast so u didn't have to use fingerprint lock at all,It even works perfect in dark,I tried it at night.Both sim works on 4g at the same time thats actually very usefull now days.Over all i want to say it's awesome mobile.If u don't have any complex with VIVO you can go for i...",5,1
251,"I love this device... masive looking awsome features and best part is camera... camera was mind blowing.... processor and ram was keep the device fast and smooth... No lagging in gaming... (PUBG, ASPHALT 8,AND Other high storage game)I Love It...                    Thanking You.?",5,1
252,awesome phone vivo best phone camera clarity is to good i love it,5,1
253,l don't know whether V11 camera is same as V11 pro... but definitely a good one...vedio quality is Average...battery backup is fine...won't say it's the best in the market...but a good one at this price range...,5,1
254,The good:1. Display is good... not the best as it is not Super Amoled2. Cameras are very good. didn't expect it from Vivo. But Bokeh shots are below average. Wonder why don't they take expertise from their One plus wing3. Received two updates so far within a week. Seems like they are working in fixing the issues.. thumps up for that4. Battery when using single sim 4G was pretty impressive for a 3300mah battery. i think it can last for one and half day especially after receiving the second...,4,1
255,"I purchased this vivo v11 on bigbillon day sell and have got at the prize of 12145/- after exchange of my old device and with some discount scheme,phone is superb and classi in design and performance is really fantastic. I recommend this for everyone.",4,1
256,"Superb just loved for the look from vivo. The nebula purple was awsome. better than starry night black. only some issue regarding battery. Need improve the battery. All other was awsome. Value of money. And i am new to vivo. Later i used gionee samsung and xiomi. But when i look throw the notch, vivo give a superb drop notch look. And thats awsome!",5,1
257,I bought vivo v9 in may due to its super performance I bought this vivo v11 to gift my wife. Awesome phone with best features thank you flipcart 🙂,5,1
258,"Best part is the camera for me.I have added few pics which i got from the back camera setup.May be not that good for pros but yeah for normal users it's awesome.Looks great from both back & front sides.Face lock is pretty fast so u didn't have to use fingerprint lock at all,It even works perfect in dark,I tried it at night.Both sim works on 4g at the same time thats actually very usefull now days.Over all i want to say it's awesome mobile.If u don't have any complex with VIVO you can go for i...",5,1
259,"I love this device... masive looking awsome features and best part is camera... camera was mind blowing.... processor and ram was keep the device fast and smooth... No lagging in gaming... (PUBG, ASPHALT 8,AND Other high storage game)I Love It...                    Thanking You.?",5,1
260,awesome phone vivo best phone camera clarity is to good i love it,5,1
261,l don't know whether V11 camera is same as V11 pro... but definitely a good one...vedio quality is Average...battery backup is fine...won't say it's the best in the market...but a good one at this price range...,5,1
262,The good:1. Display is good... not the best as it is not Super Amoled2. Cameras are very good. didn't expect it from Vivo. But Bokeh shots are below average. Wonder why don't they take expertise from their One plus wing3. Received two updates so far within a week. Seems like they are working in fixing the issues.. thumps up for that4. Battery when using single sim 4G was pretty impressive for a 3300mah battery. i think it can last for one and half day especially after receiving the second...,4,1
263,"I purchased this vivo v11 on bigbillon day sell and have got at the prize of 12145/- after exchange of my old device and with some discount scheme,phone is superb and classi in design and performance is really fantastic. I recommend this for everyone.",4,1
264,"Superb just loved for the look from vivo. The nebula purple was awsome. better than starry night black. only some issue regarding battery. Need improve the battery. All other was awsome. Value of money. And i am new to vivo. Later i used gionee samsung and xiomi. But when i look throw the notch, vivo give a superb drop notch look. And thats awsome!",5,1
265,Awesome phone with beautiful camera. I purchased it one and half years before. But still it not get hanged and specially battery performance is to good .,4,1
266,"everythng fine except one thing,screen work as 18:9 in all apps,games,videos.it has to work as 19:9 so vivo work on it and send software  updation soon,othrwise othr phones wl win the race...",4,1
267,I have edited my review post receiving an update...  wow great.. I have complained about full screen view problem while playing  YouTube videos.. now it's rectified.. now pinch to zoom option is working and am able to view the full screen video on youtube ..great job.. I really appreciate for rectifying the issue. this phone has many many  many good things.. which many people covered already.   This phone comes with out of box Oreo 8.1 .. many popular phones like Redmi note 5 and pro has only...,5,1
268,"Light weight,  excellent screen depth, touch is well responsive,  good voice clarity, long battery backup (I get more than a day) even though not having a great capacity. Phone comes with the protective cover and screen scratch guard preapplied so you don't have to order them separately. UI is fairly decent compared to MIUI9. Worth for the money. The problematic part of it is the network support, you get only one SIM 4G supported at any given time,  other one only supports 3G. If you happened...",4,1
269,"Handset is awesome.  Value for money product. Customer service and delivery is on time. Here are few pros and cons.                                                                  Pros - display is too good with notch display. It is easy to handle with one hand and screen is bigger than 5'5"". Sound is good and loud. Touch is very responsive. No hanging or heating issue. Battery backup is good. Both front and back camera is great in daylight with bokeh mode working well. You can add 2 mini si...",5,1
270,"Notch Display with beautiful looks give me a perfect combination of Mobile phone with stunning looks & performance.Vivo v9 is the superv one...  Thanks  Flipkart for giving me a quick  delivery  ....  Pros : 1.Display. 2.Camera 3.Sound 4.Looks everything.. only one Con... The back Panel(Plastic)... 🙃 Otherwise Excellent  Phone this is...      I know mobile tech guys will say that vivo is not worth your penny but suggest in daily usage this is beast, also you can play almost every out there i...",5,1
271,Nice Product!! Best Phone Ever I Have Bought *Vivo V9* Superb Processor And RAM..... Favourite Product For Those Who Want A Look Like iPhone X in A Low Cost And A Better Quality.... Vivo Has Done A Great Job Because Of The Rear Dual Camera Also Like iPhone X and Selfie Camera With 24 Megapixels.... Also The Bokeh Mode Is Superb!!!!,5,1
272,"horizontal video mode with full display is there for Vivo's propriety video. However other third party apps such as youtube, FB, whatsapp and so on are not compatible for full body view mode in landscape mode. For the ones who are winning about this product being to expensive etc ... guys what you expect ???? you guys dont think one plus is ripping citizen off. The performance of the phone is swell. Current environment entails Good UI and Good user experience, which vivo has delivered, exce...",4,1
